720,1-3-1,POWER_RELAY_STATE_CHANNEL_A
732,1-2-2,POWER_RELAY_STATE_CHANNEL_B
744,1-1-3,POWER_RELAY_STATE_CHANNEL_C
756,1-0-4,POWER_RELAY_STATE_CHANNEL_D
48,-1_2_2@3:55:0_5_1,SCHEDULED_TASK_POOL
